ID	Family	Species_Name	Lineage	SRA_RunIDs
Mecr	Aizoaceae	Mesembryanthemum_crystallinum	B3	DRR018522,DRR018523,DRR018524,DRR018525,SRR1015089,SRR1015090,SRR1015091,SRR1015092,SRR1015093,SRR1015094,SRR1015095,SRR1015096,SRR1015097,SRR1015098,SRR1015099,SRR1015100,SRR1015101,SRR1015102,SRR1015103,SRR1015104,SRR1015105,SRR1015106,SRR1015107,SRR1015108,SRR1015109,SRR1015110,SRR1015111,SRR1015112,SRR1015113,SRR1015114,SRR1015115,SRR1015116,SRR1015117,SRR1015118,SRR1015119,SRR1015120,SRR1015121,SRR1015122,SRR1015123,SRR1015124,SRR1015125,SRR1015126,SRR1015127,SRR1015128,SRR1015129,SRR1015130,SRR1015131,SRR1015132,SRR1015133,SRR1015134,SRR1015135,SRR1015136,SRR1015137,SRR1015138,SRR1015139,SRR1015140,SRR1015141,SRR1015142,SRR1015143,SRR1015144,SRR1015145,SRR1015146,SRR1015147,SRR1015148,SRR1015149,SRR1015150,SRR1015151,SRR1015152,SRR1015153,SRR1015154,SRR1015155,SRR1015156,SRR1015157,SRR1015158,SRR1015159,SRR1015160,SRR1015161,SRR1015162,SRR1015163,SRR1015164,SRR1015165,SRR1015166,SRR1015167,SRR1015168,SRR1015169,SRR1015170,SRR1015171,SRR1015172,SRR1015173,SRR1015174,SRR1015175,SRR1015176,SRR1015177,SRR1015178,SRR1015179,SRR1015180,SRR1015181,SRR1015182,SRR1015183,SRR1015184,SRR1015185,SRR1015186,SRR1015187,SRR1015188,SRR1015189,SRR1015190,SRR1015191,SRR1015192,SRR1015193,SRR1015194,SRR1015195,SRR1015196,SRR1015197,SRR1015198,SRR1015199,SRR1015200,SRR1015201,SRR1015202,SRR1698127,SRR1698130,SRR1698131,SRR1698133,SRR1698238,SRR1698239,SRR1698355,SRR1701857,SRR1794795,SRR1794796,SRR1795005,SRR1795006,SRR3436308,SRR3436367,SRR3437569,SRR3437570,SRR3439054,SRR3439055,SRR3439498,SRR3439499,SRR3695804,SRR3695805,SRR3695806,SRR3695807,SRR6933616,SRR6933617,SRR6933618,SRR6933619,SRR6933620,SRR6933621,SRR6933622,SRR6933623,SRR6933624,SRR6933625,SRR6933626,SRR6933627,SRR6933628,SRR6933629,SRR6933630,SRR6933631,SRR6933632,SRR6933633,SRR6933634,SRR6933635,SRR6933636,SRR6933637,SRR6933638,SRR6933639,SRR6933640,SRR6933641,SRR6933642,SRR6933643,SRR6933644,SRR6933645,SRR6933646,SRR6933647,SRR6933648,SRR6933649,SRR6933650,SRR6933651,SRR8264740,SRR8264741,SRR8264742,SRR8264743,SRR8264744,SRR8264745,SRR8264746,SRR8264747,SRR8264748,SRR8264749,SRR8264750,SRR8264751,SRR8264784,SRR8264785,SRR8264786,SRR8264787,SRR8264788,SRR8264789,SRR8264790,SRR8264791,SRR8264792,SRR8264793,SRR8264794,SRR8264795,SRR8264796,SRR8264797,SRR8264798,SRR8264799,SRR8264800,SRR8264801,SRR8264802,SRR8264803,SRR8264804,SRR8264805,SRR8264806,SRR8264807,SRR8264808,SRR8264809,SRR8264810,SRR8264811,SRR8264812,SRR8264813,SRR8264814,SRR8264815,SRR8264816,SRR8264817,SRR8264819,SRR8264820,SRR8264821,SRR8264822,SRR8264823,SRR8264824,SRR8264825,SRR8264826,SRR8264827,SRR8264828,SRR8264829,SRR8264830,SRR8264831,SRR8264832,SRR8264833,SRR8264834,SRR8264835,SRR8264836,SRR8264837,SRR8264838,SRR8264839,SRR8264840,SRR8264841,SRR8264842,SRR8264844,SRR8264845,SRR8264846,SRR8264847,SRR8264848,SRR8264849,SRR8264850,SRR8264851,SRR8264852,SRR8264853,SRR8264854,SRR8264855,SRR8264856,SRR8264857,SRR8264858,SRR8264859,SRR8264860,SRR8264861,SRR8265487,SRR8265488,SRR8265489,SRR8265490,SRR8265491,SRR8265492,SRR8265493,SRR8265494,SRR8265495,SRR8265496,SRR8265497,SRR8265498,SRR8265499,SRR8265500,SRR8265501,SRR8265502,SRR8265503,SRR8265504,SRR8265505,SRR8265506,SRR8265507,SRR9028267,SRR9028268,SRR9028269,SRR9028270,SRR9028271,SRR9028272,SRR9028273,SRR9028274,SRR9028275,SRR9028276,SRR9028277,SRR9028278,SRR9028279,SRR9028280,SRR9028281,SRR9028282,SRR9028283,SRR9028284,SRR9028285,SRR9028286,SRR9028287,SRR9028288,SRR9028289,SRR9028290,SRR9028291,SRR9028292,SRR9028293,SRR9028294,SRR9028295,SRR9028296,SRR9028297,SRR9028298,SRR9028299,SRR9028300,SRR9028301,SRR9028302,SRR9028303,SRR9028304,SRR9028305,SRR9028306,SRR9028307,SRR9028308,SRR9028309,SRR9028310,SRR9028311,SRR9028312,SRR9028313,SRR9028314,SRR9028315,SRR9028316,SRR9028317,SRR9028318,SRR9028319,SRR9028320,SRR9028321,SRR9028322,SRR9028323,SRR9028324,SRR9028325,SRR9028326,SRR9028327,SRR9028328,SRR9028329,SRR9028330,SRR9028331,SRR9028332,SRR9028333,SRR9028334,SRR9028335,SRR9028336,SRR9028337,SRR9028338,SRR9028339,SRR9028340,SRR9028341,SRR9028342,SRR9028343,SRR9028344,SRR9028345,SRR9028346,SRR9028347,SRR9028348,SRR9028349,SRR9028350,SRR9028351,SRR9028352,SRR9028353,SRR9028354,SRR9028355,SRR9028356,SRR9028357,SRR9028358,SRR9028359,SRR9028360,SRR9028361,SRR9028362,SRR9028363,SRR9028364,SRR9028365,SRR9028366,SRR9028367,SRR9028368,SRR9028369,SRR9028370,SRR9028371,SRR9028372,SRR9028373,SRR9028374,SRR9028375,SRR9028376,SRR9028377,SRR9028378,SRR9028379,SRR9028380,SRR9028381,SRR9028382,SRR9028383,SRR9028384,SRR9028385,SRR9028386,SRR9028387,SRR9028388,SRR9028389,SRR9028390,SRR9028391,SRR9028392,SRR9028393,SRR9028394,SRR9028395,SRR9028396,SRR9028397,SRR9028398,SRR9028399,SRR9028400,SRR9028401,SRR9028402,SRR9028403,SRR9028404,SRR9028405,SRR9028406,SRR9028407,SRR9028408,SRR9028409,SRR9028410,SRR9028665,SRR9028666,SRR9028667,SRR9028668,SRR9028669,SRR9028670,SRR9028671,SRR9028672,SRR9028673,SRR9028674,SRR9028675,SRR9028676,SRR9028677,SRR9028678,SRR9028679,SRR9028680,SRR9028681,SRR9028682,SRR9028683,SRR9028684,SRR9028685,SRR9028686,SRR9028687,SRR9028688,SRR9028689,SRR9028690,SRR9028691,SRR9028692,SRR9028693,SRR9028694,SRR9028695,SRR9028696,SRR9028697,SRR9028698,SRR9028699,SRR9028700,SRR9028701,SRR9028702,SRR9028703,SRR9028704,SRR9028705,SRR9028706,SRR9028707,SRR9028708,SRR9028709,SRR9028710,SRR9028711,SRR9028712,SRR9028713,SRR9028714,SRR9028715,SRR9028716,SRR9028717,SRR9028718,SRR9028719,SRR9028720,SRR9028721,SRR9028722,SRR9028723,SRR9028724,SRR9028725,SRR9028726,SRR9028727,SRR9028728,SRR9028729,SRR9028730,SRR9028731,SRR9028732,SRR9028733,SRR9028734,SRR9028735,SRR9028736,SRR9028737,SRR9028738,SRR9028739,SRR9028740,SRR9028741,SRR9028742,SRR9028743,SRR9028744,SRR9028745,SRR9028746,SRR9028747,SRR9028748,SRR9028749,SRR9028750,SRR9028751,SRR9028752,SRR9028753,SRR9028754,SRR9028755,SRR9028756,SRR9028757,SRR9028758,SRR9028759,SRR9028760,SRR9028761,SRR9028762,SRR9028763,SRR9028764,SRR9028765,SRR9028766,SRR9028767,SRR9028768,SRR9028769,SRR9028770,SRR9028771,SRR9028772,SRR9028773,SRR9028774,SRR9028775,SRR9028776,SRR9028777,SRR9028778,SRR9028779,SRR9028780,SRR9028781,SRR9028782,SRR9028783,SRR9028784,SRR9028785,SRR9028786,SRR9028787,SRR9028788,SRR9028789,SRR9028790,SRR9028791,SRR9028792,SRR9028793,SRR9028794,SRR9028795,SRR9028796,SRR9028797,SRR9028798,SRR9028799,SRR9028800,SRR9028801,SRR9028802,SRR9028803,SRR9028804,SRR9028805,SRR9028806,SRR9028807,SRR9028808
MJM1164	Caryophyllaceae	Arenaria_serpyllifolia	A	SRR6787511
RNBN	Molluginaceae	Hypertelis_cerviana	A	ERR2040235
MJM3060	Polygonaceae	Stenogonum_salsuginosum	A	SRR6435323
CigrSFB	Portulacaceae	Cistanthe_grandiflora	B4	SRR7905873,SRR7905874
EYRD	Amaranthaceae	Alternanthera_ficoidea	B2	ERR2040221,ERR2040222
Haam	Amaranthaceae	Haloxylon_persicum	B2	SRR6435874,SRR6435875,SRR6435876,SRR6435877
Sufr	Amaranthaceae	Suaeda_salsa	B2	SRR5460706,SRR5877199,SRR5877200,SRR5877201,SRR5877202,SRR5877203,SRR5877204,SRR5877205,SRR5877206,SRR6702206,SRR7097954,SRR7097955,SRR8238234,SRR8238235,SRR8238236,SRR8238237,SRR8238238,SRR8238239,SRR8381950,SRR8381951,SRR8381952,SRR8381953,SRR8381954,SRR8381955,SRR8381956,SRR8381957,SRR8381958,SRR8381959,SRR8381960,SRR8381961,SRR8381962,SRR8381963,SRR8381964,SRR8381965,SRR8381966,SRR8381967,SRR9010592,SRR9010593
MJM2311	Amaranthaceae	Krascheninnikovia_lanata	B2	SRR6787516
Clitoralis	Caryophyllaceae	Corrigiola_litoralis	A	SRR6787499
Opst	Cactaceae	Opuntia_ficus_indica	B4	SRR3567680,SRR3567681,SRR3567682
LCM5367	Polygonaceae	Eriogonum_deflexum	A	SRR6435352
Reso	Tamaricaceae	Reaumuria_soongarica	A	SRR1178079,SRR1178080,SRR1202300,SRR1202301,SRR1202302
ILU6	Nyctaginaceae	Bougainvillea_glabra	B3	SRR1987401,SRR1994279
ScgloSFB	Caryophyllaceae	Schiedea_kaalae	A	SRR7866801
Noco	Cactaceae	Nopalea_cochenillifera	B4	SRR1698108,SRR1698118,SRR1698124,SRR1698229,SRR1698231
WMLW	Amaranthaceae	Amaranthus_retroflexus	B2	ERR2040206
KJAA	Molluginaceae	Trigastrotheca_pentaphylla	A	ERR2040238
HerSFB	Caryophyllaceae	Herniaria_latifolia	A	SRR6787494
AcalySFB	Plumbaginaceae	Acantholimon_lycopodioides	A	SRR6435297
MJM1697	Nyctaginaceae	Acleisanthes_obtusa	B3	SRR1979678
Poti	Polygonaceae	Persicaria_tinctoria	A	SRR1565474,SRR8453677,SRR8453678,SRR8453679,SRR8453680,SRR8453681,SRR8453682
Sivu_ALN	Caryophyllaceae	Silene_diclinis	A	SRR6944332,SRR7188759
GrakuSFB	Anacampserotaceae	Anacampseros_kurtzii	B4	SRR6435355
DBG294800240202G	Didiereaceae	Didierea_trollii	B4	SRR7905842
SalspSFB	Amaranthaceae	Salsola_soda	B2	SRR3544189,SRR3544320,SRR3544322,SRR3544521,SRR3544542,SRR3544543,SRR3544544,SRR3544546,SRR3544548,SRR3544552,SRR3544553,SRR3544558,SRR3544616,SRR3544662,SRR3544670
TecpeSFB	Amaranthaceae	Tecticornia_pergranulata	B2	SRR6435313
BPX1	Amaranthaceae	Halostachys_caspica	B2	SRR7003630,SRR7003631,SRR7003632,SRR7003633,SRR7003634,SRR7003635,SRR7003636,SRR7003637,SRR7003638
SalspSFB	Amaranthaceae	Salsola_webbii	B2	ERR2060307,ERR2060308,ERR2060309
Rhno	Polygonaceae	Rheum_franzenbachii	A	SRR7866860
Amhy	Amaranthaceae	Amaranthus_spec	B2	SRR7467774,SRR7467786
Ruha	Polygonaceae	Rumex_patientia	A	SRR6724352,SRR6724353
MJM1807	Amaranthaceae	Gossypianthus_lanuginosus	B2	SRR6787476
MJM1163	Caryophyllaceae	Cerastium_fontanum_subsp_vulgare	A	SRR5341088,SRR5628040,SRR5628041,SRR5628042
Sivu_ALN	Caryophyllaceae	Silene_vulgaris_subsp_vulgaris	A	SRR449247,SRR449265,SRR449266,SRR449270,SRR449272,SRR449275,SRR449279,SRR449280,SRR5461279,SRR5461280,SRR5461281,SRR5461282,SRR5461283,SRR5461284,SRR5944309,SRR5944310,SRR5944311,SRR5944312,SRR5944313,SRR5944314
HoncSFB	Caryophyllaceae	Honckenya_peploides	A	SRR6787490
WQUF	Nepenthaceae	Nepenthes_ventricosa_Nepenthes_alata	A	SRR2854733,SRR2854734,SRR2854735
LLQV	Portulacaceae	Portulaca_cryptopetala	B4	ERR2040263,ERR2040264
SHEZ	Caryophyllaceae	Dianthus_caryophyllus	A	DRR098251,DRR098252,DRR098253,DRR098254,DRR098255,DRR098256,DRR098257,DRR098258,DRR125603,DRR125604,DRR125605,DRR125606,ERR2040233,ERR951813,ERR951814,ERR951815,ERR951816,ERR951817,ERR951818,ERR951819,ERR951820,ERR951821,ERR951822,ERR951823,ERR951824,ERR951825,ERR951826,ERR951827,ERR951828,ERR951829,ERR951830,ERR951831,ERR951832,ERR951833,ERR951834,ERR951835,ERR951836,ERR951837,ERR951838,ERR951839,ERR951840,ERR951841,ERR951842,ERR951843,ERR951844,ERR951845,ERR951846,ERR951847,ERR951848,ERR951849,ERR951850,ERR951851,ERR951852,ERR951853,ERR951854,ERR951855,ERR951856,ERR951857,ERR951858,ERR951859,SRR2025071,SRR2027757
Pt1011	Caryophyllaceae	Polycarpon_tetraphyllum	A	SRR6435301
MJM1679	Amaranthaceae	Suaeda_linearis	B2	SRR6787513
Sufr	Amaranthaceae	Suaeda_physophora	B2	SRR6702198
Sivu_ALN	Caryophyllaceae	Silene_macrodonta	A	SRR2093712
MJM3031	Amaranthaceae	Proatriplex_pleiantha	B2	SRR6435312
Spte	Amaranthaceae	Spinacia_tetrandra	B2	SRR1766329,SRR1766330,SRR1766331,SRR3679580,SRR3679630
YY4JB	Droseraceae	Drosera_rotundifolia	A	SRR8948654
CerpySFB	Didiereaceae	Portulacaria_pygmaea	B4	SRR7905858
MJM2678	Nyctaginaceae	Commicarpus_scandens	B3	SRR6435360
Sivu_ALN	Caryophyllaceae	Silene_dioica	A	SRR2351383,SRR2351390,SRR2351395,SRR5079457,SRR5079458,SRR6944333,SRR7188760,SRR7188761,SRR7188762
SCAO	Molluginaceae	Paramollugo_nudicaulis	A	ERR2040236,ERR2040237
BPX2	Caryophyllaceae	Myosoton_aquaticum	A	SRR6451209,SRR6455951
BPX2	Caryophyllaceae	Stellaria_aquatica	A	SRR6451209,SRR6455951
EZGR	Portulacaceae	Portulaca_oleracea	B4	ERR2040260,ERR2040268,SRR10247084,SRR10247085,SRR10247086,SRR10247087,SRR10247088,SRR10247089,SRR10247090,SRR10247091,SRR10247092,SRR10247093,SRR10247094,SRR10247095,SRR10247096,SRR10247097,SRR10247098,SRR10247099,SRR10247100,SRR10247101,SRR10247102,SRR10247103,SRR10247104,SRR10247105,SRR10247106,SRR10247107,SRR10247108,SRR10247109,SRR10247110,SRR10247111,SRR10247112,SRR10247113,SRR10247114,SRR10247115,SRR10247116,SRR10247117,SRR10247118,SRR10247119,SRR1698107,SRR1698123,SRR1698125,SRR1698128,SRR1698232,SRR1698233,SRR1698234,SRR1698235,SRR6156831,SRR6156832,SRR6156833,SRR6156834,SRR8374817,SRR8374818,SRR8374819,SRR8374820,SRR8374821,SRR8945331,SRR8945332,SRR8945333,SRR8945334,SRR8945335,SRR8945336
KeboSFB_bp	Kewaceae	Kewa_bowkeriana	A	SRR6435306
Gymi06	Cactaceae	Gymnocalycium_mihanovichii	B4	SRR7905853
MJM2941	Polygonaceae	Triplaris_weigeltiana	A	SRR6435324
MacauSFB	Macarthuriaceae	Macarthuria_australis	A	SRR6435293
CPLT	Portulacaceae	Portulaca_grandiflora	B4	ERR2040265
Pttu21	Cactaceae	Pterocactus_tuberosus	B4	SRR7905860
CBJR	Amaranthaceae	Atriplex_spec	B2	SRR6435344
MJM2714	Polygonaceae	Podopterus_cordifolius	A	SRR6435317
SFB29	Nyctaginaceae	Pisonia_umbellifera	B3	SRR1979682
MJM3364	Polygonaceae	Ruprechtia_coriacea	A	SRR6435281
MJM3089	Amaranthaceae	Grayia_brandegeei	B2	SRR6435284
Pegr	Cactaceae	Pereskia_grandifolia	B4	SRR1698106
OMYK	Aizoaceae	Trianthema_portulacastrum	B3	ERR2040197,ERR2040198,SRR1698116,SRR1698117,SRR1698227,SRR1698228
MJM1811	Polygonaceae	Antigonon_leptopus	A	SRR1979689
Rhno	Polygonaceae	Rheum_nobile	A	SRR1449866,SRR1449867,SRR799043,SRR799062
NepveSFB	Nepenthaceae	Nepenthes_khasiana	A	SRR2529595,SRR2548858,SRR2549088,SRR2551772,SRR2551773,SRR2551774,SRR2551775,SRR2551776,SRR2551777,SRR2551778,SRR4340048,SRR4340050,SRR4340052,SRR4340054,SRR4340056,SRR4340058,SRR4340060,SRR4340062,SRR4340064,SRR4340066
MJM3353	Polygonaceae	Polygonum_dentoceras	A	SRR6435341
MJM3167	Montiaceae	Montia_chamissoi	B4	SRR7905857
YY4JB	Droseraceae	Drosera_adelae	A	DRR051750
MJM2911	Cactaceae	Opuntia_arenaria	B4	SRR7905850
Asas15	Cactaceae	Astrophytum_asterias	B4	SRR7905835
MJM2726B	Amaranthaceae	Iresine_arbuscula	B2	SRR6435327
NepveSFB	Nepenthaceae	Nepenthes_rafflesiana	A	ERR2145272
Faes	Polygonaceae	Fagopyrum_esculentum_subsp_ancestrale	A	SRR5494829,SRR5494832
AreSFB	Caryophyllaceae	Eremogone_procera	A	SRR6787506
Legu31	Cactaceae	Leuenbergeria_guamacho	B4	SRR7905854
LepySFB	Caryophyllaceae	Lepyrodiclis_stellarioides	A	SRR6787497
KJAA	Molluginaceae	Mollugo_spec	A	ERR3487341
Rhno	Polygonaceae	Rheum_alexandrae	A	SRR7866858
Hyle	Cactaceae	Hylocereus_spec	B4	SRR7997104,SRR7997105,SRR7997106,SRR7997107,SRR7997108,SRR7997109,SRR7997110,SRR7997111
ILU6	Nyctaginaceae	Bougainvillea_peruviana	B3	SRR2912684,SRR2912685,SRR2912686
BPX3	Polygonaceae	Oxyria_digyna	A	SRR4308688
RXEN	Caryophyllaceae	Polycarpaea_repens	A	ERR2040230
MJM2667	Polygonaceae	Polygonum_aviculare	A	SRR6435318,SRR6787517
UQCB	Portulacaceae	Portulaca_molokiniensis	B4	ERR2040267
MJM2944	Didiereaceae	Decarya_madagascariensis	B4	SRR7905837
NXTS	Molluginaceae	Mollugo_verticillata	A	ERR2040239,ERR2040240
Hyle	Cactaceae	Hylocereus_monacanthus	B4	SRR10423972,SRR10423973,SRR10423974,SRR10423975,SRR10423976,SRR10423977
Pecu29	Cactaceae	Peniocereus_cuixmalensis	B4	SRR7905861
JLOV	Cactaceae	Pereskia_aculeata	B4	ERR2040226
Sivu_ALN	Caryophyllaceae	Silene_undulata	A	SRR4105784
Soleracea	Amaranthaceae	Spinacia_oleracea	B2	DRR029417,DRR029418,DRR029419,DRR029420,DRR029421,DRR029422,DRR029423,DRR029424,DRR029425,DRR029426,DRR029427,DRR029428,DRR057923,DRR100667,SRR1542623,SRR1763297,SRR1763298,SRR1763299,SRR1766310,SRR1766311,SRR1766312,SRR2061370,SRR2061396,SRR2061404,SRR2061413,SRR2061692,SRR2061736,SRR3664275,SRR3664302,SRR3664309,SRR3664314,SRR3664323,SRR3664328,SRR3664330,SRR3664335,SRR3664342,SRR3664348,SRR3678429,SRR3678583,SRR3678585,SRR3678586,SRR3678587,SRR3678588,SRR3678589,SRR3678590,SRR3678591,SRR3678592,SRR3678593,SRR3678594,SRR3678595,SRR3678599,SRR3678636,SRR3678653,SRR3678782,SRR3679557,SRR3679558,SRR3679569,SRR3679570,SRR3679572,SRR3679573,SRR3679574,SRR3679576,SRR3679577,SRR3679578,SRR3679579,SRR3679782,SRR3679783,SRR3679784,SRR3679803,SRR3679804,SRR3679805,SRR3679807,SRR3679808,SRR3679809,SRR3679883,SRR3679884,SRR3679885,SRR3679886,SRR3679887,SRR3679888,SRR3679913,SRR3680103,SRR3680104,SRR3680138,SRR3680147,SRR3680156,SRR3680157,SRR3680158,SRR3680159,SRR3680160,SRR3680161,SRR3680162,SRR3680163,SRR3680164,SRR3680165,SRR3680173,SRR3680184,SRR3680192,SRR3680193,SRR3680239,SRR3680240,SRR3680241,SRR3680242,SRR3680243,SRR3680244,SRR3680248,SRR3680253,SRR3680311,SRR3680312,SRR3680314,SRR3680315,SRR3680316,SRR3680317,SRR3680318,SRR3680319,SRR3680320,SRR3680349,SRR3680350,SRR3680352,SRR3680353,SRR3680354,SRR3680355,SRR3680356,SRR3680357,SRR3680358,SRR3680359,SRR3680360,SRR3680361,SRR3680362,SRR3680363,SRR6144209,SRR6144210,SRR8993901,SRR8994045,SRR8994073,SRR8994076,SRR8994077,SRR8994078,SRR9032076,SRR9032077,SRR9032078,SRR9032079,SRR9032080,SRR9032081
NepveSFB	Nepenthaceae	Nepenthes_mirabilis	A	SRR5638282,SRR5638283,SRR5638284,SRR5638285,SRR5638286,SRR5638287,SRR5638288,SRR5638289,SRR5638290
SalspSFB	Amaranthaceae	Salsola_oppositifolia	B2	ERR2060301,ERR2060302,ERR2060303,ERR2060304,ERR2060305,ERR2060306
SalspSFB	Amaranthaceae	Salsola_sp	B2	ERR2060301,ERR2060302,ERR2060303,ERR2060304,ERR2060305,ERR2060306
Sptu	Amaranthaceae	Spinacia_turkestanica	B2	SRR1766332,SRR1766333,SRR1766334,SRR3679776,SRR3679778,SRR3679779,SRR3679780,SRR3679781
WOBD	Plumbaginaceae	Limonium_sinense	A	SRR6516024,SRR6516025,SRR6516026,SRR6516027,SRR6516028,SRR6516029,SRR6516030,SRR6516031,SRR6516032,SRR6516033,SRR6516034,SRR6516035
BPX4	Amaranthaceae	Achyranthes_bidentata	B2	SRR4451340,SRR4451341,SRR4451342,SRR4451343,SRR4451344,SRR4451345,SRR4451346,SRR4451347,SRR5591632,SRR5591707,SRR5591708,SRR5591716,SRR5629169,SRR5629170
Amtr	Amaranthaceae	Amaranthus_tricolor	B2	ERR2040205,SRR5930345,SRR7137908,SRR924083,SRR924089,SRR924090,SRR924091,SRR924092
LKKX	Talinaceae	Talinum_spec	B4	ERR3487342
MJM3210	Plumbaginaceae	Limonium_californicum	A	SRR6435287
WGET	Amaranthaceae	Bassia_prostrata	B2	SRR8947174,SRR8947175,SRR8947176,SRR8947177,SRR8947178,SRR8947179,SRR8947180,SRR8947181,SRR8947182,SRR8947183,SRR8947184,SRR8947185,SRR8947186,SRR8947187,SRR8947188,SRR8947189,SRR8947190,SRR8947191,SRR8947192,SRR8947193,SRR8947194,SRR8947195,SRR8947196,SRR8947197,SRR8947198,SRR8947199,SRR8947200,SRR8947201,SRR8947202,SRR8947203,SRR8947204,SRR8947205,SRR8947206,SRR8947207,SRR8947208,SRR8947209,SRR8947210,SRR8947211,SRR8947212,SRR8947213,SRR8947214,SRR8947215,SRR8947216,SRR8947217,SRR8947218,SRR8947219,SRR8947220,SRR8947221
DBG19880583021G	Didiereaceae	Portulacaria_afra	B4	SRR7905870
DrobinSFB	Droseraceae	Drosera_binata	A	SRR4450408,SRR4450409,SRR4450411
BVGI	Amaranthaceae	Beta_vulgaris_subsp_vulgaris	B2	ERR048960,ERR747962,SRR10037935,SRR10039075,SRR10039076,SRR10039077,SRR10039078,SRR10039079,SRR10039080,SRR10039081,SRR10039082,SRR10039083,SRR10039084,SRR10039085,SRR10039086,SRR10039087,SRR10039088,SRR10039089,SRR10039090,SRR10039091,SRR10039092,SRR10039093,SRR10039094,SRR10039095,SRR10039096,SRR10039097,SRR10039098,SRR1022496,SRR1508751,SRR1508753,SRR1508755,SRR1508756,SRR1508758,SRR1699442,SRR4293384,SRR4293385,SRR4293386,SRR4293699,SRR4293700,SRR4294169,SRR4294172,SRR4294181,SRR4294193,SRR4294692,SRR868803,SRR868804,SRR868805,SRR868886,SRR868887,SRR869751,SRR869752,SRR869753,SRR869754,SRR869755,SRR869756,SRR869757,SRR869758,SRR869759,SRR869760,SRR869761,SRR869762,SRR869763,SRR869764,SRR869765,SRR869766,SRR869767,SRR869768,SRR869769,SRR869770,SRR869771,SRR869772,SRR869773,SRR869774,SRR869775,SRR869776,ERR3452443,ERR3452444,ERR3452445,ERR3452446,ERR3452447,ERR3452448,ERR3452449,ERR3452450,ERR3452451,ERR3452452,ERR3452453,ERR3452454,ERR3452455,ERR3452456,ERR3452457,ERR3452458,ERR3452459,ERR3452460,ERR3452461,ERR3452462,ERR3452463,ERR3452464,ERR3452465,ERR3452466,ERR3452467,ERR3452468,ERR3452469,ERR3452470,ERR3452471,ERR3452472,SRR5127351,SRR5127352,SRR5127353,SRR5127354,SRR5127355,SRR5127356,SRR5127357,SRR5127358,SRR5127359,SRR5127360,SRR5127361,SRR5127362,SRR5127363,SRR5127364,SRR5127365,SRR5127366,SRR5127367,SRR5127368,SRR5127369,SRR5127370,SRR5127371,SRR5127372,SRR5127373,SRR5127374,SRR5127375,SRR5127376,SRR5127377,SRR5127378,SRR5127379,SRR5127380,SRR5127381,SRR5127382,SRR5127383,SRR5127384,SRR5127385,SRR5127386,SRR6339627,SRR6339628,SRR6339629,SRR6339630,SRR6339631,SRR6339632,SRR6339633,SRR6339634,SRR6339635,SRR7152809,SRR7152810,SRR7152811,SRR7152812,SRR7152813,SRR7152814,SRR7152815,SRR7152816,SRR7152817,SRR7152818,SRR7152819,SRR7152820,SRR7152821,SRR7152822,SRR7152823,SRR7152824,SRR7152825,SRR7152826,SRR7152827,SRR7152828,SRR7152829,SRR7152830,SRR7152831,SRR7152832,SRR7152833,SRR7152834,SRR7152835,SRR7152836,SRR7152837,SRR7152838,SRR7152839,SRR7152840,SRR7152841,SRR7152842,SRR7152843,SRR7152844,SRR7152845,SRR7152846,SRR7152847,SRR7152848,SRR7152849,SRR7152850,SRR7152851,SRR7152852,SRR7152853,SRR7152854,SRR7152855,SRR7152856,SRR7152857,SRR7152858,SRR7152859,SRR7152860,SRR7152861,SRR7152862,SRR7152863,SRR7152864,SRR7152865,SRR7152866,SRR7152867,SRR7152868,SRR8088710,SRR8088711,SRR8088712,SRR8088713,SRR8088714,SRR8088715
Ruha	Polygonaceae	Rumex_rothschildianus	A	SRR7182974,SRR7182975,SRR7182978
ScgloSFB	Caryophyllaceae	Schiedea_hookeri	A	SRR7866852
SHEZ	Caryophyllaceae	Dianthus_superbus	A	SRR342032
Fela32	Cactaceae	Ferocactus_latispinus	B4	SRR7905830
NCQT	Cactaceae	Stenocereus_yunckeri	B4	SRR7905856
NequaSFB	Amaranthaceae	Nelsia_quadrangula	B2	SRR6435358
Coma28	Cactaceae	Coryphantha_maiz_tablasensis	B4	SRR7905839
MJM3165	Montiaceae	Calyptridium_pygmaeum	B4	SRR7905871
MJM2665	Polygonaceae	Coccoloba_uvifera	A	SRR6435314
Tafr	Talinaceae	Talinum_fruticosum	B4	SRR2089316,SRR2089317,SRR2089318,SRR2089319,SRR2089320,SRR2089321,SRR2089322,SRR2089323,SRR2089324,SRR2089325,SRR2089326,SRR2089327,SRR2089328,SRR2089329,SRR2089330,SRR2103416,SRR2103417,SRR2103418,SRR2103419,SRR2103420,SRR2103421,SRR2545584,SRR2545585,SRR2545586,SRR2545587,SRR2545588,SRR2545589,SRR2545590,SRR2545591,SRR2545592,SRR2545593,SRR2545594,SRR2545595,SRR2545596,SRR2545597,SRR2545598,SRR6785589,SRR7468224,SRR7468225,SRR7468226,SRR7468227,SRR7468228,SRR7468229,SRR7468230,SRR7468231,SRR7468232,SRR7468233,SRR7468234,SRR7468235,SRR7468236,SRR7468237,SRR7468238,SRR7468239,SRR7468240,SRR7468241,SRR7468242,SRR7468243,SRR7468244,SRR7468245,SRR7468246,SRR7468247
WPYJ	Frankeniaceae	Frankenia_laevis	A	ERR2040145
MJM1670	Caryophyllaceae	Paronychia_drummondii	A	SRR6435303
IlleSFB	Caryophyllaceae	Illecebrum_verticillatum	A	SRR6787493
