ID	Family	Species_Name	Lineage	SRA_RunIDs
SHEZ	Caryophyllaceae	Dianthus_chinensis	A	SRR7495237,SRR7495238
AAXJ	Amaranthaceae	Atriplex_centralasiatica	B2	SRR8296982,SRR8296983,SRR8296984,SRR8296985,SRR8296986,SRR8296987,SRR8296988,SRR8296989,SRR8296990,SRR8296991,SRR8296992,SRR8296993
Sm1011	Caryophyllaceae	Spergularia_marina	A	SRR6435300
Rhno	Polygonaceae	Rheum_palmatum	A	SRR10855670,SRR7800899,SRR7866862
Sila	Caryophyllaceae	Silene_latifolia_subsp_alba	A	SRR7188763
MJM2667	Polygonaceae	Polygonum_cuspidatum	A	SRR292345,SRR7051286,SRR7051287,SRR7051288,SRR7051289,SRR7051290,SRR7051291,SRR7051292,SRR7051293,SRR7051294
Mapo24	Cactaceae	Maihuenia_poeppigii	B4	SRR7905849
MJM2215	Polygonaceae	Eriogonum_arcuatum	A	SRR6435289
MJM2721	Polygonaceae	Podopterus_mexicanus	A	SRR6435342
MJM3164	Polygonaceae	Sidotheca_caryophylloides	A	SRR6435279
Ruha	Polygonaceae	Rumex_hastatulus	A	SRR1266770,SRR1266772,SRR1266773,SRR1266774,SRR1266775,SRR1266776,SRR1266777,SRR1266778,SRR1266779,SRR1266780,SRR1266781,SRR1266782,SRR1266783,SRR1266784,SRR1266785,SRR1266786,SRR1266787,SRR1266788,SRR1266789,SRR1266790,SRR1266791,SRR1266792,SRR1266793,SRR1266794,SRR1266795,SRR1266797,SRR1266798,SRR1266799,SRR1266800,SRR1266801,SRR1266802,SRR1266803,SRR1266804,SRR1266805,SRR1266806,SRR1266807,SRR1266808,SRR1266809,SRR1266810,SRR1266811,SRR1266812,SRR1266813,SRR1266814,SRR1266815,SRR1266816,SRR1266817,SRR1266818,SRR1266819,SRR1266820,SRR1266821,SRR7182976,SRR7182977,SRR7182979
IWIS	Portulacaceae	Portulaca_pilosa	B4	ERR2040269
Retr	Tamaricaceae	Reaumuria_trigyna	A	SRR350859,SRR364263
Sivu_ALN	Caryophyllaceae	Silene_otites	A	SRR7772470,SRR7772471,SRR7772478,SRR7772479,SRR7772480,SRR7772481,SRR7772482,SRR7772483,SRR7772484,SRR7772485,SRR7772486,SRR7772487
Tama	Tamaricaceae	Tamarix_hispida	A	SRR522908,SRR527758,SRR527759,SRR527762,SRR527765,SRR527772,SRR527773,SRR527780
DBG198703010201Z	Didiereaceae	Alluaudia_dumosa	B4	SRR7905868
SMMC	Amaranthaceae	Chenopodium_quinoa	B2	DRR057300,DRR057301,ERR2040214,ERR2164499,ERR2164500,ERR2164501,ERR2164502,ERR2164503,ERR2164504,ERR2164505,ERR2164506,ERR2164507,ERR2164508,ERR2164509,ERR2164510,SRR10317695,SRR10317696,SRR10317697,SRR10317698,SRR10317699,SRR10317700,SRR10317701,SRR10317702,SRR10317703,SRR10317704,SRR10317705,SRR10317706,SRR2989984,SRR2989985,SRR3938279,SRR3938280,SRR3938281,SRR3938282,SRR3938283,SRR3938284,SRR4300157,SRR4300158,SRR4300159,SRR4300160,SRR4300161,SRR4300162,SRR4300163,SRR4300164,SRR4300165,SRR4300166,SRR4300167,SRR4300168,SRR4300169,SRR4300170,SRR4300171,SRR4300172,SRR4300173,SRR4300174,SRR4300175,SRR4300176,SRR4300177,SRR4300178,SRR4300179,SRR4300180,SRR4300181,SRR4300182,SRR4300183,SRR4300184,SRR4300185,SRR4300186,SRR4300187,SRR4300188,SRR4300189,SRR4300190,SRR4300191,SRR4300192,SRR4300193,SRR4300194,SRR4300195,SRR4300196,SRR4300197,SRR4300198,SRR4300199,SRR4300200,SRR4300201,SRR4300202,SRR4300203,SRR4300204,SRR4300205,SRR4300206,SRR4300207,SRR4300208,SRR4300209,SRR4300230,SRR4300231,SRR4300232,SRR4300233,SRR4300234,SRR4300235,SRR4300236,SRR4300237,SRR4300238,SRR4300239,SRR4300240,SRR4300241,SRR4431160,SRR4431161,SRR5572144,SRR5572145,SRR5572146,SRR5572147,SRR5572148,SRR5572149,SRR5572150,SRR5572151,SRR5572152,SRR5572153,SRR5572154,SRR5572155,SRR5572156,SRR5572157,SRR5572158,SRR5572159,SRR5572160,SRR5572161,SRR5572162,SRR5572163,SRR5572164,SRR5572165,SRR5572166,SRR5572167,SRR5572168,SRR5572169,SRR5572170,SRR5572171,SRR5572172,SRR5572173,SRR5572174,SRR5572175,SRR5572176,SRR5572177,SRR5572178,SRR5966985,SRR5966986,SRR5966987,SRR5966988,SRR5966989,SRR5966990,SRR5966991,SRR5966992,SRR5966993,SRR5966994,SRR5966995,SRR5966996,SRR5966997,SRR5966998,SRR5966999,SRR5967000,SRR5967001,SRR5967002,SRR5967003,SRR5967004,SRR5967005,SRR5967006,SRR5967007,SRR5967008,SRR5974424,SRR5974425,SRR5974426,SRR5974427,SRR5974428,SRR5974429,SRR5974430,SRR5974431,SRR5974432,SRR5974433,SRR5974434,SRR5974435,SRR5974436,SRR5974437,SRR5974438,SRR8361800,SRR8361801,SRR8361802,SRR8361803,SRR8361804,SRR8361805,SRR8713268,SRR8713269,SRR8713270,SRR8713271,SRR8713272,SRR8713273,SRR8713274,SRR8713275,SRR8713276,SRR8713277,SRR8713278,SRR8713279,SRR8713280,SRR8713281,SRR8713282,SRR8713283,SRR8713284,SRR8713285,SRR8713286,SRR8713287,SRR8713288,SRR8713289,SRR8713290,SRR8713291
MJM3138	Polygonaceae	Dedeckera_eurekensis	A	SRR6435343
MJM3242	Amaranthaceae	Nitrophila_occidentalis	B2	SRR6435357
MJM2940	Ancistrocladaceae	Ancistrocladus_tectorius	A	ERR2040224
MJM2201	Nyctaginaceae	Boerhavia_purpurascens	B3	SRR6787486
AncoSFB	Basellaceae	Anredera_cordifolia	B4	SRR7905833
MJM3360	Plumbaginaceae	Plumbago_zeylanica	A	SRR7134476,SRR7134477,SRR7134478,SRR7134479,SRR8259734,SRR8259735
Sivu_ALN	Caryophyllaceae	Silene_ammophila	A	SRR4105779
DBGDima	Didiereaceae	Didierea_madagascariensis	B4	SRR7905843
MJM3237a	Nyctaginaceae	Anulocaulis_annulatus	B3	SRR6435335
Tali11	Cactaceae	Opuntia_lilae	B4	SRR7905864
Tali11	Cactaceae	Tacinga_lilae	B4	SRR7905864
PterSFB	Polygonaceae	Pterostegia_drymarioides	A	SRR6435282,SRR6787492
Sivu_ALN	Caryophyllaceae	Silene_subconica	A	SRR4105783
CVDF	Simmondsiaceae	Simmondsia_chinensis	A	ERR2040273
Saeu	Amaranthaceae	Salicornia_europaea	B2	SRR1616879,SRR1616880,SRR1616881,SRR1616882,SRR1616883,SRR1616884,SRR6826341,SRR6826342,SRR6826343,SRR6826344,SRR6826345,SRR6826346,SRR822929,SRR823398,SRR896619,SRR944676,SRR944677
Sivu_ALN	Caryophyllaceae	Silene_gallica	A	SRR6944330
AP01224	Caryophyllaceae	Silene_acaulis	A	SRR6944331
AP01224	Caryophyllaceae	Silene_acaulis_ssp_acaulescens	A	SRR6944331
MSB0496298SFB	Amaranthaceae	Salsola_collina	B2	SRR6435349
BPX6	Amaranthaceae	Dysphania_schraderiana	B2	SRR5989515
Opbr17	Cactaceae	Opuntia_bravoana	B4	SRR7905846
ScgloSFB	Caryophyllaceae	Schiedea_kealiae	A	SRR7866803
MJM3228	Amaranthaceae	Stutzia_covillei	B2	SRR6435340
BWRK	Amaranthaceae	Alternanthera_sessilis	B2	ERR2040219,ERR2040220
Tuco07	Cactaceae	Tunilla_corrugata	B4	SRR7905866
Anfi	Anacampserotaceae	Anacampseros_filamentosa	B4	SRR1698105
Rhno	Polygonaceae	Rheum_forrestii	A	SRR7866857
Code1013	Cactaceae	Copiapoa_desertorum	B4	SRR7905838
Stco14	Cactaceae	Stetsonia_coryne	B4	SRR7905865
MJM2311	Amaranthaceae	Krascheninnikovia_arborescens	B2	SRR1613920
MJM1651	Phytolaccaceae	Rivina_humilis	B3	SRR1594158
PhaexSFB	Molluginaceae	Pharnaceum_exiguum	A	SRR7905845
Sivu_ALN	Caryophyllaceae	Silene_ciliata	A	SRR8950447,SRR8950448,SRR8950449,SRR8950450,SRR8950451,SRR8950452
MJM3216	Amaranthaceae	Salicornia_pacifica	B2	SRR6435339
MJM1751	Nyctaginaceae	Abronia_nealleyi	B3	SRR1979680
MJM2943	Amaranthaceae	Iresine_rhizomatosa	B2	SRR6435359
OHKC	Amaranthaceae	Alternanthera_caracasana	B2	ERR2040217,ERR2040218
AP01224	Caryophyllaceae	Silene_acaulis_subsp_subacaulescens	A	SRR6787500
AlmarSFB	Didiereaceae	Alluaudiopsis_marnieriana	B4	SRR7905859
Sivu_ALN	Caryophyllaceae	Silene_grisebachii	A	SRR4105781
Arre20	Cactaceae	Ariocarpus_retusus	B4	SRR7905834
AP07471	Caryophyllaceae	Cerastium_alpinum	A	SRR6435353
Ruac	Polygonaceae	Rumex_acetosa	A	ERR216274,ERR216275,SRR567392,SRR567393,SRR631032,SRR631033
BPX7	Amaranthaceae	Hammada_scoparia	B2	ERR2060286,ERR2060287,ERR2060288
Sasa26	Cactaceae	Salmiopuntia_salmiana	B4	SRR7905862
MJM3086	Amaranthaceae	Suckleya_suckleyana	B2	SRR6435288
DrolusSFB	Drosophyllaceae	Drosophyllum_lusitanicum	A	SRR4450406
Pocu	Polygonaceae	Reynoutria_japonica	A	SRR6435316,SRR6787491
Sufr	Amaranthaceae	Suaeda_aralocaspica	B2	SRR3683420,SRR3683456,SRR3695058,SRR3695286,SRR3695287,SRR3695288,SRR3695292,SRR3695293,SRR3695325,SRR3695341,SRR3695342,SRR3695343,SRR3706493,SRR3706495,SRR3706496,SRR3706525,SRR6473106,SRR6473108,SRR6663256,SRR6663258,SRR6702196,SRR6702199,SRR6702200,SRR6702201,SRR6702202,SRR6702203,SRR6702204
BPX8	Tamaricaceae	Hololachna_songarica	A	SRR10314277,SRR10314278,SRR10314279,SRR10314280,SRR10314281,SRR10314282,SRR10314283,SRR10314284,SRR10314285,SRR1232022,SRR6515496,SRR6515497,SRR8362540,SRR8362541,SRR8362542,SRR8362543,SRR8362544,SRR8362545,SRR8362546,SRR8362547,SRR8362548
BPX8	Tamaricaceae	Reaumuria_songarica	A	
DBGStha	Stegnospermataceae	Stegnosperma_halimifolium	B1	SRR6435285,SRR6787509
MJM1767	Caryophyllaceae	Cerastium_arvense	A	SRR1979688
Alph	Amaranthaceae	Alternanthera_philoxeroides	B2	SRR10537333,SRR1525722,SRR1525723,SRR1525725,SRR1525726,SRR1525745,SRR1525746,SRR1525747,SRR1525748,SRR1525749,SRR1525756,SRR1525757,SRR1525758,SRR1525759,SRR1525760,SRR1525761,SRR1525762,SRR1525763,SRR1525764,SRR1525765,SRR1525766,SRR1525767,SRR1609999,SRR1610000,SRR1661504,SRR1661505,SRR1661506,SRR1661507,SRR1661508,SRR1661509,SRR5891543,SRR5891544,SRR5891545,SRR5891546,SRR5891547,SRR5891548,SRR5891549,SRR5891550,SRR5891551,SRR5891552,SRR5891553
Amhy	Amaranthaceae	Amaranthus_hypochondriacus	B2	SRR1598909,SRR1598910,SRR1598911,SRR1598912,SRR1598913,SRR1598914,SRR1598915,SRR1598916,SRR1698126,SRR1698129,SRR1698179,SRR1698223,SRR5817789,SRR5817790,SRR5817791,SRR5817792,SRR5817793,SRR5817794,SRR5817795,SRR5817796,SRR5817797,SRR5817798,SRR5817799,SRR5817800,SRR5817801,SRR5817802,SRR5817803,SRR5817804
SMMC	Amaranthaceae	Chenopodium_ficifolium	B2	SRR8142889,SRR8142890,SRR8142891,SRR8142892,SRR8241565,SRR8241566,SRR8241567,SRR8241568
CBJR	Amaranthaceae	Atriplex_rosea	B2	ERR2040212,ERR2040213
CARGIG	Cactaceae	Carnegiea_gigantea	B4	SRR5134692,SRR5134693,SRR5134694,SRR5134695,SRR5134696
Pf1011	Caryophyllaceae	Paronychia_fastigiata	A	SRR6435298
Cham	Amaranthaceae	Chenopodium_spec	B2	SRR5989514
Sivu_ALN	Caryophyllaceae	Silene_pseudotites	A	SRR7772464,SRR7772465,SRR7772466,SRR7772467,SRR7772468,SRR7772469,SRR7772472,SRR7772473,SRR7772474,SRR7772475,SRR7772476,SRR7772477
EDIT	Aizoaceae	Sesuvium_verrucosum	B3	ERR2040195,ERR2040196
Maau13	Cactaceae	Matucana_aurantiaca	B4	SRR7905855
CUTE	Amaranthaceae	Philoxerus_vermicularis	B2	ERR2040207
CUTE	Amaranthaceae	Blutaparon_vermiculare	B2	ERR2040207
Opst	Cactaceae	Opuntia_streptacantha	B4	SRR3478176,SRR3478177,SRR3478178,SRR3478179,SRR3478180,SRR3478181,SRR3478182,SRR3478183,SRR3478184,SRR3478185
MJM3168	Montiaceae	Lewisia_nevadensis	B4	SRR7905869
Fata	Polygonaceae	Fagopyrum_hailuogouense	A	SRR8283719,SRR8283720,SRR8283721,SRR8283722,SRR8283723,SRR8283724
Ruha	Polygonaceae	Rumex_spec	A	SRR5997772
Rhno	Polygonaceae	Rheum_acuminatum	A	SRR7866855
GypSFB	Caryophyllaceae	Gypsophila_vaccaria	A	SRR702154
Fasa	Polygonaceae	Fallopia_sachalinensis	A	DRR036752,DRR036753
SalspSFB	Amaranthaceae	Salsola_divaricata	B2	ERR2060289,ERR2060290,ERR2060291,ERR2060292,ERR2060293,ERR2060294,ERR2060295,ERR2060296,ERR2060297,ERR2060298,ERR2060299,ERR2060300
MJM2918	Polygonaceae	Eriogonum_longifolium	A	SRR6435328
BPX9	Caryophyllaceae	Gymnocarpos_przewalskii	A	SRR5340021
Sivu_ALN	Caryophyllaceae	Silene_sartorii	A	SRR4105782
Sivu_ALN	Caryophyllaceae	Silene_viscosa	A	ERR2365557,ERR2365558,ERR2365559,ERR2365560,ERR2365561
Mija	Nyctaginaceae	Mirabilis_himalaica	B3	SRR5908636,SRR5908643,SRR5908646,SRR7617879,SRR7617880,SRR7617881,SRR7617882,SRR7617883,SRR7617884
Sivu_ALN	Caryophyllaceae	Silene_conoidea	A	SRR4105780
Sivu_ALN	Caryophyllaceae	Silene_littorea	A	SRR2924946,SRR2924947,SRR2924948,SRR2924949,SRR2924950,SRR2924951,SRR2924952,SRR2924954,SRR2924955,SRR2924957,SRR2924959,SRR2924960,SRR2924961,SRR2924962,SRR2924964,SRR2924965,SRR2924966,SRR2924967
PolmaSFB	Amaranthaceae	Polycnemum_majus	B2	SRR6435356
MJM3267	Nyctaginaceae	Tripterocalyx_crux_maltae	B3	SRR6787483
MJM2441	Anacampserotaceae	Talinopsis_frutescens	B4	SRR6435354,SRR6787507
KDCH	Portulacaceae	Portulaca_umbraticola	B4	ERR2040266,ERR2040271
Rhno	Polygonaceae	Rheum_officinale	A	SRR10838870,SRR10843540,SRR10843541,SRR7810661,SRR7866844
AP35665	Caryophyllaceae	Eremogone_hookeri	A	SRR6787478
MJM1163	Caryophyllaceae	Cerastium_fontanum_subsp_vulgare	A	SRR6787515
MJM2505	Nyctaginaceae	Acleisanthes_purpusiana	B3	SRR6435338
Rupa	Polygonaceae	Rumex_palustris	A	ERR216276,ERR216277
AMAHYP	Amaranthaceae	Amaranthus_hypochondriacus	B2	
CARGIG	Cactaceae	Carnegiea_gigantea	B4	
CHEQUI	Amaranthaceae	Chenopodium_quinoa	B2	
SIMCHI	Simmondsiaceae	Simmondsia_chinensis	A	
SPIOLE	Amaranthaceae	Spinacia_oleracea	B2	
BETVU1	Amaranthaceae	Beta_vulgaris	B2	
BETVU2	Amaranthaceae	Beta_vulgaris	B2	ERR048960,ERR2040223,ERR3452443,ERR3452444,ERR3452445,ERR3452446,ERR3452447,ERR3452448,ERR3452449,ERR3452450,ERR3452451,ERR3452452,ERR3452453,ERR3452454,ERR3452455,ERR3452456,ERR3452457,ERR3452458,ERR3452459,ERR3452460,ERR3452461,ERR3452462,ERR3452463,ERR3452464,ERR3452465,ERR3452466,ERR3452467,ERR3452468,ERR3452469,ERR3452470,ERR3452471,ERR3452472,ERR747962,SRR10037935,SRR10039075,SRR10039076,SRR10039077,SRR10039078,SRR10039079,SRR10039080,SRR10039081,SRR10039082,SRR10039083,SRR10039084,SRR10039085,SRR10039086,SRR10039087,SRR10039088,SRR10039089,SRR10039090,SRR10039091,SRR10039092,SRR10039093,SRR10039094,SRR10039095,SRR10039096,SRR10039097,SRR10039098,SRR1022496,SRR1508751,SRR1508753,SRR1508755,SRR1508756,SRR1508758,SRR1699442,SRR3823656,SRR3823657,SRR3823689,SRR3823690,SRR3823691,SRR3823692,SRR4293384,SRR4293385,SRR4293386,SRR4293699,SRR4293700,SRR4294169,SRR4294172,SRR4294181,SRR4294193,SRR4294692,SRR5127351,SRR5127352,SRR5127353,SRR5127354,SRR5127355,SRR5127356,SRR5127357,SRR5127358,SRR5127359,SRR5127360,SRR5127361,SRR5127362,SRR5127363,SRR5127364,SRR5127365,SRR5127366,SRR5127367,SRR5127368,SRR5127369,SRR5127370,SRR5127371,SRR5127372,SRR5127373,SRR5127374,SRR5127375,SRR5127376,SRR5127377,SRR5127378,SRR5127379,SRR5127380,SRR5127381,SRR5127382,SRR5127383,SRR5127384,SRR5127385,SRR5127386,SRR6339627,SRR6339628,SRR6339629,SRR6339630,SRR6339631,SRR6339632,SRR6339633,SRR6339634,SRR6339635,SRR7152809,SRR7152810,SRR7152811,SRR7152812,SRR7152813,SRR7152814,SRR7152815,SRR7152816,SRR7152817,SRR7152818,SRR7152819,SRR7152820,SRR7152821,SRR7152822,SRR7152823,SRR7152824,SRR7152825,SRR7152826,SRR7152827,SRR7152828,SRR7152829,SRR7152830,SRR7152831,SRR7152832,SRR7152833,SRR7152834,SRR7152835,SRR7152836,SRR7152837,SRR7152838,SRR7152839,SRR7152840,SRR7152841,SRR7152842,SRR7152843,SRR7152844,SRR7152845,SRR7152846,SRR7152847,SRR7152848,SRR7152849,SRR7152850,SRR7152851,SRR7152852,SRR7152853,SRR7152854,SRR7152855,SRR7152856,SRR7152857,SRR7152858,SRR7152859,SRR7152860,SRR7152861,SRR7152862,SRR7152863,SRR7152864,SRR7152865,SRR7152866,SRR7152867,SRR7152868,SRR8088710,SRR8088711,SRR8088712,SRR8088713,SRR8088714,SRR8088715,SRR868803,SRR868804,SRR868805,SRR868886,SRR868887,SRR869751,SRR869752,SRR869753,SRR869754,SRR869755,SRR869756,SRR869757,SRR869758,SRR869759,SRR869760,SRR869761,SRR869762,SRR869763,SRR869764,SRR869765,SRR869766,SRR869767,SRR869768,SRR869769,SRR869770,SRR869771,SRR869772,SRR869773,SRR869774,SRR869775,SRR869776,ERR048960,ERR3452443,ERR3452444,ERR3452445,ERR3452446,ERR3452447,ERR3452448,ERR3452449,ERR3452450,ERR3452451,ERR3452452,ERR3452453,ERR3452454,ERR3452455,ERR3452456,ERR3452457,ERR3452458,ERR3452459,ERR3452460,ERR3452461,ERR3452462,ERR3452463,ERR3452464,ERR3452465,ERR3452466,ERR3452467,ERR3452468,ERR3452469,ERR3452470,ERR3452471,ERR3452472,SRR1699442,SRR868803,SRR868804,SRR868805,SRR869759,SRR869760,SRR869761,SRR869762,SRR869763
KEWCAE	Kewaceae	Kewa_caespitosa	A	
MACAU1	Macarthuriaceae	Macarthuria_australisNGS	A	
MACAU2	Macarthuriaceae	Macarthuria_australisPacBio	A	
PHAEXI	Molluginaceae	Pharnaceum_exiguum	A	
DIACAR	Caryophyllaceae	Dianthus_caryophyllus	A	
BETMAR	Amaranthaceae	Beta_maritima	B2	
BETPAT	Amaranthaceae	Beta_patula	B2	
SUAARA	Amaranthaceae	Suaeda_aralocaspica_v1	B2	
CHEPAL	Amaranthaceae	Chenopodium_pallidicaule	B2	
CORLIT	Caryophyllaceae	Corrigiola_litoralis	A	
LIMAET	Limeaceae	Limeum_aethiopicum	A	
SPEARV	Caryophyllaceae	Spergula_arvensis	A	
PHYAME	Phytolaccaceae	Phytolacca_americana	B3	
RHENOB	Polygonaceae	Rheum_nobile	A	
FAGESC	Polygonaceae	Fagopyrum_esculentum	A	
FAGTAT	Polygonaceae	Fagopyrum_tataricum	A	
FZQN	Caryophyllaceae	Silene_latifolia	A	
CorSFB	Caryophyllaceae	Corrigiola_litoralis	A	
tripor	Aizoaceae	Trianthema_portulacastrum	B3	
MJM3295	Chenopodiaceae	Atriplex_sp	B2	
XSSD	Amaranthaceae	Amaranthus_cruentus	B2	
JGAB	Nyctaginaceae	Mirabilis_jalapa	B3	
MJM1070	Nyctaginaceae	Anulocaulis_leiosolenus	B3	
MonechSFB	Petiveriaceae	Monococcus_echinophorus	B3	
KeboSFB	Kewaceae	Kewa_bowkeriana	A	
mesmag	Aizoaceae	Mesembryanthemum_magnipunctatus	B3	
tripom	Aizoaceae	Trichodiadema_pomeridianum	B3	
stouti	Aizoaceae	Stoeberia_utilis	B3	
fenaur	Aizoaceae	Fenestraria_aurantiaca	B3	
halpla	Aizoaceae	Halianthus_sp	B3	
drocan	Aizoaceae	Drosanthemum_candens	B3	
conuvi	Aizoaceae	Conophytum_uviforme	B3	
jutkov	Aizoaceae	Juttandinteria_kovismontana	B3	
rusfal	Aizoaceae	Ruschianthus_falcatus	B3	
plemag	Aizoaceae	Pleiospilos_canus_subsp_canus	B3	
MJM1156	Montiaceae	Claytonia_virginica	B4	
Pubo1013	Cactaceae	Puna_bonnieae	B4	
Ceyu18	Cactaceae	Cereus_yunkeri	B4	
EmexSFB	Polygonaceae	Emex_spinosa	A	
Rhrh	Polygonaceae	Rheum_rhabarbarum	A	
CGGO	Plumbaginaceae	Plumbago_auriculata	A	
CVDF_bp	Simmondsiaceae	Simmondsia_chinensis	A	
ZBTA	Nyctaginaceae	Boerhavia_coccinea	B3	
Dica	Caryophyllaceae	Dianthus_caryophyllus	A	
BLWH	Portulacaceae	Portulaca_umbraticola	B4	
FVXD	Amaranthaceae	Beta_maritima	B2	
Paga22	Cactaceae	Pachycereus_gatesii	B4	
Bisi	Chenopodiaceae	Bienertia_sinuspersici	B2	
rhonel	Aizoaceae	Rhombophyllum_nelii	B3	
HURS	Molluginaceae	Mollugo_pentaphylla	A	
Ceyu18	Cactaceae	Cereus_yunkeri	B4	
MJM1156	Montiaceae	Claytonia_virginica	B4	
HMFE	Nyctaginaceae	Allionia_incarnata	B3	
ILU2	Phytolaccaceae	Rivina_humilis	B3	
ILU3	Nyctaginaceae	Guapira_obtusata	B3	
ILU4	Nyctaginaceae	Pisonia_aculeata	B3	
ILU5	Petiveriaceae	Seguieria_aculeata	B3	
MJM1773	Sarcobataceae	Sarcobatus_vermiculatus_MJM	B3	
Trpo	Aizoaceae	Trianthema_portulacastrum_SRA	B3	
SFB32	Nyctaginaceae	Bougainvillea_stipitata	B3	
glounc	Aizoaceae	Glottiphyllum_uncatum	B3	
TETRA	Aizoaceae	Tetragonia_tetragonoides	B3	
Spol	Chenopodiaceae	Spinacia_oleraceae	B2	
Pool	Portulacaceae	Portulaca_oleracea	B4	
CagrSFB	Montiaceae	Calandrinia_grandiflora_or_procumbens	B4	
trimar	Aizoaceae	Trichodiadema_cf_Marlothii	B3	
Acoerulea_322_v3_1	Ranunculales	Aquilegia_coerulea	A	
Acomosus_321_v3	Bromeliales	Ananas_comosus	A	
Ahalleri_264_v1_1	Brassicales	Arabidopsis_halleri	A	
Ahypochondriacus_459_v2_1	Amaranthaceae	Amaranthus_hypochondriacus	B2	
Ahypogaea_530_v1_0	Fabales	Arachis_hypogaea	A	
Alinifolium_472_v1_1	Brassicales	Alyssum_linifolium	A	
Alyrata_384_v2_1	Brassicales	Arabidopsis_lyrata	A	
Aoccidentale_449_v0_9	Sapindales	Anacardium_occidentale	A	
Aofficinalis_498_V1_1	Asparagales	Asparagus_officinalis	A	
Athaliana_447_Araport11	Brassicales	Arabidopsis_thaliana	A	
Atrichopoda_291_v1_0	Amborellales	Amborella_trichopoda	A	
Bbraunii_502_v2_1	Chlorococcales	Botryococcus_braunii	A	
Bdistachyon_556_v3_2	Poales	Brachypodium_distachyon	A	
Bhybridum_463_v1_1	Poales	Brachypodium_hybridum	A	
Boleraceacapitata_446_v1_0	Brassicales	Brassica_oleracea	A	
BrapaFPsc_277_v1_3	Brassicales	Brassica_rapa	A	
Bstacei_316_v1_1	Poales	Brachypodium_stacei	A	
Bstricta_278_v1_2	Brassicales	Boechera_stricta	A	
Bsylvaticum_490_v1_1	Poales	Brachypodium_sylvaticum	A	
Bvulgaris_548_EL10_1_0	Amaranthaceae	Beta_vulgaris	B2	
Camplexicaulis_470_v1_1	Brassicales	Caulanthus_amplexicaulis	A	
Carietinum_492_v1_0	Fabales	Cicer_arietinum	A	
Ccitriodora_507_v2_1	Myrtales	Corymbia_citriodora	A	
Cclementina_182_v1_0	Sapindales	Citrus_clementina	A	
Cgrandiflora_266_v1_1	Brassicales	Capsella_grandiflora	A	
Chispanica_488_v1_1	Brassicales	Crambe_hispanica	A	
Ckanehirae_531_v3	Laurales	Cinnamomum_kanehirae	A	
Cmaritima_481_v1_1	Brassicales	Cakile_maritima	A	
Cpapaya_113_ASGPBv0_4	Brassicales	Carica_papaya	A	
CpurpureusGG1_539_v1_1	Dicranales	Ceratodon_purpureus	A	
CpurpureusR40_538_v1_1	Dicranales	Ceratodon_purpureus	A	
Cquinoa_392_v1_0	Amaranthaceae	Chenopodium_quinoa	B2	
Creinhardtii_281_v5_6	Chlamydomonadales	Chlamydomonas_reinhardtii	A	
Crubella_474_v1_1	Brassicales	Capsella_rubella	A	
Csinensis_154_v1_1	Ericales	Camellia_sinensis	A	
Csinensis_154_v1_1	Ericales	Camellia_nitidissima	A	
Cviolacea_484_v1_1	Brassicales	Cleome_violacea	A	
Czofingiensis_461_v5_2_3_2	Chlorellales	Chromochloris_zofingiensis	A	
Dalata_550_v2_1	Dioscoreales	Dioscorea_alata	A	
Dcarota_388_v2_0	Apiales	Daucus_carota	A	
Dsalina_325_v1_0	Volvocales	Dunaliella_salina	A	
Dsophioides_482_v1_1	Brassicales	Descurainia_sophioides	A	
Dstrictus_489_v1_1	Brassicales	Diptychocarpus_strictus	A	
Egrandis_297_v2_0	Myrtales	Eucalyptus_grandis	A	
Esalsugineum_173_v1_0	Brassicales	Eutrema_salsugineum	A	
Esyriacum_483_v1_1	Brassicales	Euclidium_syriacum	A	
Evesicaria_487_v1_1	Brassicales	Eruca_vesicaria	A	
Fvesca_501_v2_0_a2	Rosales	Fragaria_vesca	A	
Gbarbadense_526_v1_1	Malvales	Gossypium_barbadense	A	
Gdarwinii_529_v1_1	Malvales	Gossypium_darwinii	A	
Ghirsutum_527_v2_1	Malvales	Gossypium_hirsutum	A	
GmaxLee_510_v1_1	Fabales	Glycine_max	A	
Gmustelinum_524_v1_1	Malvales	Gossypium_mustelinum	A	
Graimondii_221_v2_1	Malvales	Gossypium_raimondii	A	
Gsoja_509_v1_1	Fabales	Glycine_soja	A	
Gtomentosum_525_v1_1	Malvales	Gossypium_tomentosum	A	
Hannuus_494_r1_2	Asterales	Helianthus_annuus	A	
Hvulgare_462_r1	Poales	Hordeum_vulgare	A	
Iamara_485_v1_1	Brassicales	Iberis_amara	A	
Itinctoria_475_v1_1	Brassicales	Isatis_tinctoria	A	
Kfedtschenkoi_382_v1_1	Saxifragales	Kalanchoe_fedtschenkoi	A	
Klaxiflora_309_v1_1	Saxifragales	Kalanchoe_laxiflora	A	
Lannua_476_v1_1	Brassicales	Lunaria_annua	A	
Lsativa_467_v5	Asterales	Lactuca_sativa	A	
Lsativum_478_v1_1	Brassicales	Lepidium_sativum	A	
Lusitatissimum_200_v1_0	Malpighiales	Linum_usitatissimum	A	
Macuminata_304_v1	Zingiberales	Musa_acuminata	A	
Mdomestica_491_v1_1	Rosales	Malus_domestica	A	
Mesculenta_520_v7_1	Malpighiales	Manihot_esculenta	A	
Mguttatus_256_v2_0	Lamiales	Mimulus_guttatus_v2	A	
